Kund	Kund	Adress	"Post nr"	Ort	Pallhöjd	Palltyp	Timestamp	Multi	"Pall reg"	"Text 1"	"Text 2"	Lager	Lastbärare	Bitfield	"Mellanpalls höjd"	"Pack instr"	"Auto filma"	Bolag	Beställargrupp	Säljare	"Lägg till paket"	"Dela order"	"Standard Transportörsnr"	Land	"Adress namn"	"Utökat plock"	EMail	Telefon	GLN	Plockzon	"Leverans text"	"SRS id"	"Extern kundgrupp"	Provins	"Adress 2"	"Adress 3"	"Skriv ut följesedel"	"Master kundnr"
661	"XL-BYGG Skene Järn"	"VARBERGSVÄGEN 31"	"511 62"	Skene	0		"2026-02-26 10:20:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			Godsmottagning@skenejarn.se	0320-19500									Y	
663	"XL-BYGG TL Byggvaror Falkenberg"	"SPÄNNAVÄGEN 1"	31190	Morup	0		"2026-02-26 10:20:00"	Y					0	192	0	"MAX 135cm"		MG					71	SWE			order@xlfalkenberg.se	0346-94250									Y	
664	"XL-BYGG Torsby"	"ALSTIGEN 4"	68534	Torsby	0		"2026-02-26 10:20:00"	Y					0	192	0	"MAX 135cm"		MG					41	SWE			info@xlbyggtorsby.se	0560-689860									Y	
666	"XL-BYGG Årjäng"	"BONDEGATAN 2"	67231	Årjäng	0		"2026-02-26 10:22:00"	Y					0	192	0	"MAX 135cm"		MG					41	SWE			info@arjangsjarn.se	0491-454545									Y	
667	"XL-BYGG Hönö"	"ÖSTRA HAMNEN 17"	47542	Hönö	0		"2026-03-17 13:27:48"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			lev@xlbygghono.se	031-967249									Y	
668	"XL-BYGG Nybergs Ed"	"JORDBROVÄGEN 18"	66832	ED	0		"2026-03-24 09:16:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					82	SWE			rebecca@nybergsbygg.se	0534-12533									Y	
669	"XL-BYGG Alingsås"	"KRANGATAN 12"	"441 38"	ALINGSÅS	0		"2026-02-26 10:24:00"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			xl-bygg@jordnara.se	0322-10163									Y	
670	"XL-BYGG Vänersborg"	"SVARVARGATAN 5"	46256	Vänersborg	0		"2026-02-26 10:24:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					82	SWE			info@vanersborg.xlbygg.se	0521-711011									Y	
671	"XL-BYGG Götene"	"JÄRNVÄGSGATAN 23B"	53330	Götene	0		"2026-02-26 10:26:00"	Y					0	192	0	"MAX 135cm"		MG					65	SWE			malin@gotene.xlbygg.se	0511-50500									Y	
674	"XL-BYGG A-trä"	"VERKSTADSGATAN 53"	"261 35"	LANDSKRONA	0		"2026-05-06 13:56:13"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			info@atra.xlbygg.se	0418-446644									Y	
675	"XL-BYGG Hans Anders, Skurup"	"MÅRTENSGATA 2"	"274 22"	SKURUP	0		"2026-02-26 10:28:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			Skurup@xlhansanders.se	0411-536516									Y	
676	"XL-BYGG Hans Anders, Ystad"	"SPJALJÉGATAN 1"	"271 52"	YSTAD	0		"2026-03-24 09:21:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			Ystad@xlhansanders.se	0411-557525									Y	
677	"XL-BYGG Hans Anders, Simrishamn"	"FABRIKSGATAN 15"	"272 36"	SIMRISHAMN	0		"2026-02-26 10:28:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			Simrishamn@xlhansanders.se	"0775 - 200 300"									Y	
678	"XL-BYGG Hans Anders, Malmö"	"KNACKSTENGATAN 4"	"213 76"	MALMÖ	0		"2026-02-26 10:29:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			Malmo@xlhansanders.se	0775-200300									Y	
680	"XL-BYGG Hans Anders, Höör"	"BANGÅRDSGATAN 17"	"243 32"	HÖÖR	0		"2026-02-26 10:29:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			Hoor@xlhansanders.se	0413-559955									Y	
681	"XL-BYGG Hans Anders, Veberöd"	"SÖDRA JÄRNVÄGSGATAN"	"247 62"	Veberöd	0		"2026-02-26 10:29:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			Veberod@xlhansanders.se	046-238880									Y	
682	"XL-BYGG JBM Jämjö"	"VÄSTRA STATIONVÄGEN 2"	"373 72"	JÄMJÖ	0		"2026-02-26 10:29:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			oe.jamjo@xljbm.se	0455-59310									Y	
683	"XL-BYGG Lundgrens"	"VERKSTADSGATAN 19"	"392 39"	KALMAR	0		"2026-03-04 07:36:00"	Y					0	192	0	"MAX 135cm"		MG					63				Jan.johansson@lundgrens.xlbygg.se	0480-721900									Y	
684	"XL-BYGG JBM Mjällby"	"LISTERVÄGEN 40"	"294 72"	SÖLVESBORG	0		"2026-02-26 10:31:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			oe.mjallby@xljbm.se	0456-50074									Y	
685	"XL-BYGG JBM Karlshamn"	"SÖLVESBORGSVÄGEN 21"	"374 41"	KARLSHAMN	0		"2026-03-24 09:13:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			oe.karlshamn@xljbm.se	0454-19000										
687	"XL-BYGG Ronneby"	"VÄSTERVÄGEN 5"	"372 52"	KALLINGE	0		"2026-02-26 10:31:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			info@ronneby.xlbygg.se	0457-78543									Y	
688	"XL-BYGG Brålanda"	"JÄRNVÄGSGATAN 10"	46462	Brålanda	0		"2026-02-26 10:31:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					82	SWE			order@xlbyggbralanda.se	0521778850									Y	
689	"XL-BYGG Tibro Byggvaror"	"Brovägen 24"	54335	Tibro	0		"2026-02-26 10:32:00"	Y					0	192	0	"MAX 135cm"		MG					65	SWE			info@xlbyggtibrobyggvaror.se	"0504-616 75"										
690	"XL-BYGG Grängesberg"	"INDUSTRIVÄGEN 8"	"772 32"	GRÄNGESBERG	0		"2026-01-05 12:12:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					74	SWE			order@xlgrangesberg.se	0240-23720										
691	"XL-BYGG Smedjebacken"	"VARGSTIGEN 1"	"777 34"	SMEDJEBACKEN	0		"2026-01-05 12:16:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					74	SWE			order@xlsmedjebacken.se	0240-71140										
692	"XL-BYGG Nylands Trä Docksta"	"Dockstavägen 27"	"873 96"	Docksta	0		"2026-01-05 12:24:01"	Y					0	192	0	"MAX 135cm"		MG					53	SWE			Kassa.docksta@nylandstra.se	0612-22230									Y	
693	"XL-BYGG Nylands Trä Kramfors"	"Gränsgatan 11"	"872 30"	Kramfors	0		"2026-02-26 10:32:00"	Y					0	192	0	"MAX 135cm"		MG					53	SWE			kassa.kramfors@nylandstra.se	0722343202									Y	
694	"XL-BYGG Nylands Trä Nyland"	"Lilla Nygatan 1"	87371	Nyland	0		"2026-01-05 12:12:01"	Y					0	192	0	"MAX 135cm"		MG					53	SWE			bygga@nylandstra.se	0612-22230									Y	
695	"XL-BYGG Burträsk"	"SUNDBROGATAN 14"	"937 31"	BURTRÄSK	0		"2026-03-24 09:31:00"	Y					0	192	0	"MAX 135cm"		MG					57	SWE			info@burtrask.xlbygg.se	0914-10200										
696	"XL-BYGG JBM Bergkvara"	"STORGATAN 83"	"385 40"	BERGKVARA	0		"2026-01-05 12:14:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			oe.bergkvara@xljbm.se	"0486 - 201 00"									Y	
697	"XL-BYGG JBM Lessebo"	"STORGATAN 41"	"365 32"	LESSEBO	0		"2026-02-26 10:33:00"	Y					0	192	0	"MAX 135cm"		MG					61	SWE			invalid@email.trace	"0478 - 707720"									Y	
698	"XL-BYGG Gråbo"	"Gråbo Industriväg 1"	44340	Gråbo	0		"2026-02-26 10:34:00"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			marcus.grosshed@graboxlbygg.se	0733854853										
699	"XL-BYGG Kungälv"	"Motorgatan 2"	44240	Kungälv	0		"2026-03-09 07:25:10"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			kungalv@xlbygg.net	0303-215020									Y	
700	"C24-BYGG Ockelbo"	"JON JONSVÄGEN 1"	81631	Ockelbo	0		"2026-02-26 10:42:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			Order.ockelbo@c24bygg.se	010-2229040									Y	
701	"C24-BYGG Sandviken"	"STALLGATAN 18"	81140	Sandviken	0		"2026-02-26 10:42:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			Order.sandviken@c24bygg.se	010-2229010									Y	
702	"C24-BYGG Spillersboda"	"SPILLERSBODAVÄGEN 185"	76197	Norrtälje	0		"2026-02-26 10:42:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					85	SWE			Order.spillersboda@c24bygg.se	010-2229060									Y	
703	"C24-BYGG Gävle PopUp"	"KRYDDSTIGEN 29"	"802 92"	GÄVLE	0		"2026-01-05 12:18:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			order.gavle@c24bygg.se											
704	"C24-BYGG Gimo"	"UPPSALAVÄGEN 30"	"747 42"	Gimo	0		"2026-02-26 10:43:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			Order.gimo@c24bygg.se	010-2229080									Y	
705	"C24-BYGG Gävle"	"KRYDDSTIGEN 29"	80292	Gävle	0		"2026-02-26 10:43:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			Order.gavle@c24bygg.se	010-2229020									Y	
706	"C24-BYGG Tierp"	"BYGGMÄSTARGATAN 2"	81535	Tierp	0		"2026-02-26 10:44:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			Order.tierp@c24bygg.se	010-2229050									Y	
708	"XL-BYGG Arjeplog"	"Storgatan 9"	93831	Arjeplog	0		"2026-03-03 13:24:57"	Y					0	192	0	"MAX 135cm"		MG					59	SWE			info@arjeplog.xlbygg.se	010-1467300									Y	
709	"XL-BYGG Arvidsjaur"	"Storgatan 87"	93333	Arvidsjaur	0		"2026-01-05 12:15:00"	Y					0	192	0	"MAX 135cm"		MG					59	SWE			order@arvidsjaur.xlbygg.se	010-1467200									Y	
710	"XL-BYGG Landvetter"	"HÖKABERGSVÄGEN 1"	43834	Landvetter	0		"2026-04-09 14:17:26"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			butiken@xlbygglandvetter.se	031-977090									Y	
711	"C24-BYGG Bergshamra"	"BERGSHAMRAVÄGEN 69"	"761 11"	BERGSHAMRA	0		"2026-02-26 10:45:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					85	SWE			order.bergshamra@c24bygg.se	0176-261210									Y	
712	"XL-BYGG MaterialMännen Vimmerby"	"SÖDRA INDUSTRIGATAN 17"	59840	Vimmerby	0		"2026-02-26 10:46:00"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			invalid@email.trace	"0492-177 16"									Y	
713	"XL-BYGG MaterialMännen Västervik"	"FOLKPARKSVÄGEN 60"	"593 62"	Västervik	0		"2026-02-26 10:46:00"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			invalid@email.trace	"0490-855 20"									Y	
714	"XL-BYGG MaterialMännen Oskarshamn"	"ÅSAVÄGEN 45"	"572 36"	OSKARSHAMN	0		"2026-03-24 09:19:00"	Y					0	192	0			MG						SWE			inkop@materialmannen.se	0491-767412									Y	
715	"XL-BYGG MaterialMännen Eksjö"	"KRÅKEBERGSVÄGEN 2"	"575 91"	EKSJÖ	0		"2026-02-26 10:47:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			inkop@materialmannen.se	"0381-66 38 47"									Y	
716	"XL-BYGG MaterialMännen Valdemarsvik"	"HAGADALSSGATAN 8"	"615 32"	VALDEMARSVIK	0		"2026-02-26 10:47:00"	Y					0	192	0	"Bygg på höjden Max 180 cm "		MG					51	SWE			invalid@email.trace	"0123-548 87"									Y	
717	"XL-BYGG MaterialMännen Tranås"	"VERKSTADSGATAN 1"	"573 41"	Tranås	0		"2026-03-24 09:26:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			inkop@materialmannen.se	0140-770121									Y	
718	"XL-BYGG MaterialMännen Centrallager"	"Södra Industrigatan 25"	59840	Vimmerby	0		"2026-03-04 10:09:50"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			inkop@materialmannen.se	"0492-177 00"									Y	
719	"XL-BYGG Lagan"	"VÄSTERGATAN 36"	"341 50"	LAGAN	0		"2026-03-24 09:21:01"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			info@laganstra.se	0372-30988									Y	
720	"C24-BYGG Uppsala"	"Pustgatan 6"	75454	UPPSALA	0		"2026-01-05 12:12:02"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78				order.uppsala@c24bygg.se	"010 - 222 90 30"									Y	
721	"XL-BYGG Mörbylånga"	"KÖPMANGATAN 19"	"386 50"	MÖRBYLÅNGA	0		"2026-02-09 06:51:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			info@morbylanga.xlbygg.se	"0485-50 05 80"										
722	"XL-BYGG Mysingen"	"TUNGELSTAVÄGEN 73"	"137 37"	VÄSTERHANINGE	0		"2026-01-05 12:14:01"	Y					0	192	0			MG						SWE			john@hagabygg.se	072-2259797										
723	"XL-BYGG Åkersberga"	"NORRÖVÄGEN 1"	18442	Åkersberga	0		"2026-03-24 09:15:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					42	SWE			eva.rydberg@xlbyggakersberga.se	"08-540 601 90"									Y	
724	"Herok Rental Småland AB"				0		"2026-01-05 12:14:00"	Y					0	192	0			MG																				
725	"XL-BYGG Karlskoga"	"Labinhöjdsvägen 6"	69147	Karlskoga	0		"2026-02-26 10:51:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			order.karlskoga@herok.se	0722450909									Y	
726	"XL-BYGG Bergqvist Askersund"	"Smidevägen 3"	69633	ASKERSUND	0		"2026-04-08 15:36:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					40	SWE			katarina@xlbergqvist.se	058312035									Y	
727	"XL-BYGG Ljungby"	"Kungsgatan 52"	34131	Ljungby	0		"2026-02-26 10:52:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			philip@laganstra.se	0372-30988									Y	
728	"XL-BYGG Upplands Väsby"	"Banvaktarvägen 2"	19443	Upplands-Väsby	0		"2026-02-26 10:52:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					42	SWE			order@xlvasby.se	076-6696245										
729	"XL-BYGG Gnosjö"	Nordbäck	33591	Gnosjö	0		"2026-02-26 10:52:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			info@nordbacks.se	0372-755275										
730	"XL-BYGG Gråbo"	"Gråbo Industriväg 1"	44340	Gråbo	0		"2026-03-04 10:10:10"	Y					0	192	0			MG					73	SWE			info@grabo.xlbygg.se	+46302495490									Y	
731	"XL-BYGG Alingsås"	"Krangatan 12"	44138	Alingsås	0		"2026-02-26 10:53:00"	Y					0	192	0			MG						SWE			fredrik@jordnara.se	"0322-938 50"										
732	"XL-BYGG Byggcenter Skene"	"Varbergsvägen 31"	"511 62"	Skene	0		"2026-04-30 10:42:00"	Y					0	192	0			MG					78	SWE			angelica@byggcenterskene.se	"073 9294970"										
888	Tömningsorder				0		"2025-02-27 14:42:57"					1	0	0	0			MG																				
8888	"BVL - Bygglagret kund"				0		"2025-10-21 09:43:00"	Y					0	192	0			MG																				
9998	"Malorama AS"	"Alf Bjerckes vei 10"	582	OSLO	0		"2024-12-06 11:39:00"	Y				JKP	0	192	0			MG						NOR			gungor.turkoz@farveringen.no											
9999	"CBL - Järnlagret kund"				0		"2025-10-21 09:43:00"	Y					0	192	0			MG																				
22107	"C24-BYGG Hofors"	"Bornvägen 2"	81333	Hofors	0		"2026-01-05 12:16:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					80	SWE			lena@c24bygg.se	"010 - 222 90 90"									Y	
30100	"XL-BYGG Jönköping"	"INDUSTRIGATAN 7"	"553 02"	JÖNKOPING	0		"2026-02-24 10:32:01"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			order@jkpg.xlbygg.se	"036-290 59 10"									Y	
40002	"E-handelskund Bolist"				0		"2025-02-24 15:07:28"	Y				JKP	0	0	0			MG	EHANDEL				90							Q								
90002	"E-handelskund XL-BYGG"				0		"2025-03-03 11:55:13"	Y				JKP	0	0	0			MG	EHANDEL				90							Q								
133334	"Materialmännen Vimmerby"	"Södra Industrigatan 17"	59840	Vimmerby	0		"2026-02-24 08:44:00"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			inkop@materialmannen.se	49217700										
133335	"Materialmännen Västervik"	"Folkparksvägen 60"	59362	Västervik	0		"2026-03-24 09:18:00"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			inkop@materialmannen.se	49085500										
133336	"Materialmännen Oskarshamn"	"Åsavägen 45, Åsa Köpcenter"	57236	Oskarshamn	0		"2026-03-04 10:09:55"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			inkop@materialmannen.se	491767400									Y	
133337	"Materialmännen Eksjö"	"Kråkebergsvägen 2"	57596	Eksjö	0		"2026-03-24 09:21:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			inkop@materialmannen.se	381663830										
133338	"Materialmännen Valdemarsvik"	"Vammars Köpcenter"	61595	Valdemarsvik	0		"2026-02-24 08:54:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					51	SWE			inkop@materialmannen.se	12354880										
133339	"Materialmännen Tranås"	"Verkstadsgatan 1"	57341	Tranås	0		"2026-02-24 08:55:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			inkop@materialmannen.se	140770121										
133342	"Mal Proff Uppsala"	"Svederusgatan 1"	75450	Uppsala	0		"2026-03-24 09:17:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			uppsala@malproff.se	0184306320										
133343	"Mal proff  Norrköping"	"Litiumgatan 8/10"	60223	Norrköping	0		"2026-02-24 08:56:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					51	SWE			norrkoping@malproff.se	11105640										
133345	"Mal proff Västerås"	"Ringborregatan 1C"	"721 34"	Västerås	0		"2026-03-04 10:10:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			vasteras@malproff.se	214404990									Y	
133358	"Mal proff Örebro"	"Adolfsbergsvägen 4"	70227	Örebro	0		"2026-02-24 08:58:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			orebro@malproff.se	19107540										
133376	"Mal proff Upplands Väsby"	"Stockholmsvägen 37"	"194 61"	"Upplands Väsby"	0		"2026-02-24 08:58:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					42	SWE			upplandsvasby@malproff.se	868444070										
192100	"Färgtrend i Alingsås AB"	"Hemvägen 17"	44139	Alingsås	0		"2026-02-24 09:06:00"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			kicki.refstange@happyhomes.se	32217381										
192102	"Lundgrens Färg & Måleri i Arvidsjaur AB"	"Storgatan 7"	93331	Arvidsjaur	0		"2026-03-03 13:25:02"	Y					0	192	0	"MAX 135cm"		MG					59	SWE			lundgrensfarg@happyhomes.se	96010906									Y	
192104	"Billdals färghus AB"	"Kungsporten 2A"	42750	Billdal	0		"2026-02-25 10:47:00"	Y					0	192	0	"MAX 135cm"		MG					73				billdal@colorama.se										Y	
192106	"Karl Es Färg AB"	"Östra Kyrkogatan 17"	38731	Borgholm	0		"2026-03-03 13:26:29"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			karlesfarg@telia.com	852016868									Y	
192107	"Happy Homes Borlänge AB"	"Hammargatan 4"	78171	Borlänge	0		"2026-03-03 13:26:05"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					74	SWE			borlange@happyhomes.se	24312370			Liftlossas						Y	
192109	"Färggiganten AB"	"Stockholmsvägen 113"	74632	Bålsta	0		"2026-04-14 11:47:06"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			balsta@happyhomes.se	171467761			Liftlossas							
192125	"Hartvigs Måleri & Färgbutik AB"	"Lillgatan 4"	57731	Hultsfred	0		"2026-03-03 12:37:00"	Y					0	192	0	"MAX 135cm"		MG					69	SWE			Peter@hartvigs.se	49541987			Liftlossas							
192129	"Målarnes Färg AB"	"Herkulesvägen 1 B"	"553 03"	Jönköping	0		"2026-02-26 10:11:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			order.jonkoping@happyhomes.se	36710501			Liftlossas						Y	
192130	"Hallbergs Färg AB"	"Skogsbovägen 2"	69147	Karlskoga	0		"2026-03-03 09:43:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			karlskoga@happyhomes.se	58636275			Liftlossas						Y	
192131	"Happy Homes Karlskrona AB"	"Järavägen 5"	37150	Karlskrona	0		"2026-02-24 09:12:00"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			patrik.andersson@happyhomes.se	45557560										
192136	"Jannes Färg & Tapet AB"	"Lilla Verkstadsgatan 7"	43442	Kungsbacka	0		"2026-03-19 13:38:00"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			ekonomi@jannesfarg.se	30074574			"Bil med baklift "						Y	
192139	"Ljungbergs Färg AB"	"Kostervägen 1"	"181 47"	Lidingö	0		"2026-03-17 13:27:54"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					42	SWE			butiken.lidingo@happyhomes.se	87670930			Liftlossas						Y	
192140	"Målarboden Allt i färg i Lidköping AB"	"Kållandsgatan 20"	53160	Lidköping	0		"2026-02-24 09:13:00"	Y					0	192	0	"MAX 135cm"		MG					65	SWE			lidkoping@happyhomes.se	51029380			Liftlossas							
192144	"Färghuset i Lund AB"	"Traktorvägen 19"	22660	Lund	0		"2026-02-24 09:13:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			info@farghusetlund.se	46305430										
192148	"AB LO Johnsson"	"Lisagatan 31"	78231	Malung	0		"2026-03-19 13:41:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					74	SWE			malung@happyhomes.se	028071491										
192149	"Happy Homes Mariestad"	"Stockholmsvägen 57"	54233	Mariestad	0		"2026-03-09 07:25:14"	Y					0	192	0	"MAX 135cm"		MG					65	SWE			toreboda@happyhomes.se	50610027			Liftlossas						Y	
192153	"Happy Homes Mölndal AB"	"Argongatan 3"	"431 53"	Göteborg	0		"2026-04-28 13:32:35"	Y					0	192	0	"MAX 135cm"		MG					73				info@fargab.se	31876700			Liftlossas							
192154	"Moveus Ljud Bild & Färghall AB"	"Karlshamnsvägen 17"	37533	Mörrum	0		"2026-03-17 13:28:01"	Y					0	192	0	"MAX 135cm"		MG					63	SWE			info@moveus.se	45450500									Y	
192155	"O Janssons Golvtjänst AB"	"Hagavägen 2 A"	71330	Nora	0		"2026-03-24 09:16:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			info@golvtjanst-nora.se	58713010										
192158	"Franks Färg AB"	"Radarvägen 9B"	76142	Norrtälje	0		"2026-02-24 09:15:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			maria.ohman@happyhomes.se	17610880										
192159	"Brunelius Färg AB"	"Östra Längdgatan 5 (Hamnen)"	61135	Nyköping	0		"2026-02-24 09:15:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					97	SWE			info.brunelius@happyhomes.se	155210008										
192160	"Hedins Färg i Orsa AB"	"Centralgatan 2"	79430	Orsa	0		"2026-02-24 09:16:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					74	SWE			orsa@happyhomes.se	25040155			Liftlossas							
192163	"Gårdsservice Gotland AB"	"Visbyvägen 35 B"	62254	Romakloster	0		"2026-03-03 13:26:18"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					47	SWE			zabina@gsgab.se	498287160									Y	
192165	"Färg & Hobbyhörnan Collén AB"	"Fridhemsgatan 35"	73339	Sala	0		"2026-03-19 08:40:21"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			info@farg-hobbyhornan.com	22410299			Liftlossas						Y	
192167	"Sjöbecks Färg AB"	"Trädgårdsgatan 3"	27532	Sjöbo	0		"2026-02-24 09:17:01"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					44	SWE			info@sjobecksfarg.se	41610805									Y	
192168	"Happy Homes Skellefteå"	"Svedjevägen 1"	93136	Skellefteå	0		"2026-02-24 09:17:01"	Y					0	192	0	"MAX 135cm"		MG					57	SWE			leverans@fargotapet.com	91050700			Liftlossas							
192175	"K.Bloms Färg och Måleri ab"	"Prästagärdet 2"	51253	Svenljunga	0		"2026-03-24 09:23:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			blomsmaleri@gmail.com	32512160			Liftlossas							
192182	"Målarboden i Trollhättan AB"	"Kardanvägen 34 B"	46138	Trollhättan	0		"2026-02-24 09:18:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					82	SWE			info@malarbodentrollhattan.se	520485550			Liftlossas						Y	
192184	"Färg & Kakelhuset i Uddevalla AB"	"Pukevägen 3"	45155	Uddevalla	0		"2026-02-24 09:19:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					82	SWE			kontoret@fargokakelhuset.se	522645070										
192185	"Happy Homes Umeå"	"Förrådsvägen 2"	90132	Umeå	0		"2026-02-24 09:19:00"	Y					0	192	0	"MAX 135cm"		MG					57	SWE			leverans@fargotapet.com	90714100			Liftlossas							
192186	"Happy Homes Upsala Färg"	"Bolandsgatan 18"	75323	Uppsala	0		"2026-03-17 13:28:07"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			butik@upsalafarg.se	18183100									Y	
192190	"Färg & Kakel i Varberg AB"	"Härdgatan 33"	43232	Varberg	0		"2025-12-29 09:32:00"	Y					0	192	0	"MAX 135cm"		MG					73	SWE			emmelie.ornstedt@happyhomes.se	340675860										
192191	"Inspiration & Färg i Vetlanda AB"	"Storgatan 29-31"	57431	Vetlanda	0		"2026-02-24 09:20:00"	Y					0	192	0	"MAX 135cm"		MG					67	SWE			peder.hellqvist@happyhomes.se	38356100			Liftlossas							
192194	"Runes Färger AB"	"Hallsta Gårdsgata 3"	72138	Västerås	0		"2026-04-29 08:39:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78				butiken.runesfarg@happyhomes.se	21304900									Y	
192198	"Åseda Färghandel AB"	"Järnvägsgatan 13"	36430	Åseda	0		"2026-02-24 09:20:00"	Y					0	192	0	"MAX 135cm"		MG					61	SWE			asedafarg@telia.com	47410019			Liftlossas							
192199	"Interiör & Design i Älvsbyn AB"	"Hantverkargatan 1"	94231	Älvsbyn	0		"2026-03-03 13:25:52"	Y					0	192	0	"MAX 135cm"		MG					59	SWE			alvsbyn@happyhomes.se	92955770									Y	
192200	"HE:s Färggross AB"	"Ormestagatan 1"	70283	Örebro	0		"2026-03-24 09:15:00"	Y					0	192	0	"Bygg på höjden Max 180 cm"		MG					78	SWE			order@hesfarggross.se	19323830									Y	
192205	"Happy Homes Övertorneå AB"	"Matarengivägen 23"	95731	Övertorneå	0		"2026-02-24 09:21:00"	Y					0	192	0	"MAX 135cm"		MG					59	SWE			info.overtornea@happyhomes.se	92710514			Liftlossas							
